File_name,ram_percent,ram,flash,Code,RO_data,RW_data,ZI_data
lto-llvm-2895bf.o,92.756081%,13112,56627,56382,106,139,12973
startup_at32f415.o,7.243916%,1024,404,36,368,0,1024
