File_name,ram_percent,ram,flash,Code,RO_data,RW_data,ZI_data
lto-llvm-b4bafb.o,86.611755%,13249,38259,37978,148,133,13116
startup_at32f415.o,13.388247%,2048,404,36,368,0,2048
